index,manifest_position,pair_id,label_type,text_score,split,status,score,path_steps,traceback_steps,warp_steps,dp_max_row,dp_max_col,dp_max_is_terminal,mean_path_cosine,line1_path_windows,line2_path_windows,line1_span_windows,line2_span_windows,line1_path_fraction,line2_path_fraction,line1_matched_fraction,line2_matched_fraction,line1_windows,line2_windows,line1_path_start,line1_path_end,line2_path_start,line2_path_end,line1_pred_start_px,line1_pred_end_px,line1_gt_start_px,line1_gt_end_px,line1_region_iou,line1_start_error_px,line1_end_error_px,line2_pred_start_px,line2_pred_end_px,line2_gt_start_px,line2_gt_end_px,line2_region_iou,line2_start_error_px,line2_end_error_px,mean_region_iou,feature,score_mode,score_clip,threshold,gap,heatmap_source,dataset_type,binarized,binarization,flipped,image1,image2,binarized_image1,binarized_image2,output,error
1,-1,,,0.0,,ok,12.260065078735352,24,26,2,27,57,False,0.9858359843492508,24,24,25,25,0.38095238095238093,0.38095238095238093,0.3968253968253968,0.3968253968253968,63,63,2,26,32,56,585.1428571428571,991.4920634920635,594,1015,0.9247073594032716,8.85714285714289,23.507936507936506,97.52380952380952,503.87301587301585,112,544,0.8777019340159271,14.476190476190482,40.126984126984155,0.9012046467095993,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_1.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_1.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_1.png,
2,-1,,,0.0,,ok,11.87259292602539,28,32,4,30,31,False,0.9168782902083227,28,28,30,30,0.4444444444444444,0.4444444444444444,0.47619047619047616,0.47619047619047616,63,63,0,29,1,30,536.3809523809524,1024.0,555,1015,0.943359375,18.619047619047592,9.0,520.1269841269841,1007.7460317460317,537,1012,0.9570478895056149,16.873015873015902,4.25396825396831,0.9502036322528075,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_2.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_2.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_2.png,
3,-1,,,0.0,,ok,17.98309326171875,33,33,0,58,62,False,0.9949422550923896,33,33,33,33,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238,63,63,25,57,29,61,81.26984126984127,617.6507936507936,9,571,0.80461598643891,72.26984126984127,46.65079365079362,16.253968253968253,552.6349206349206,9,547,0.9762912785774769,7.253968253968253,5.634920634920604,0.8904536325081934,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_3.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_3.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_3.png,
4,-1,,,0.0,,ok,12.345552444458008,25,26,1,48,61,False,0.9558221137523651,25,25,25,26,0.3968253968253968,0.3968253968253968,0.3968253968253968,0.4126984126984127,63,63,23,47,35,60,243.8095238095238,650.1587301587301,240,621,0.9196207430340558,3.809523809523796,29.158730158730123,32.507936507936506,455.1111111111111,27,417,0.8981127878091284,5.507936507936506,38.111111111111086,0.9088667654215921,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_4.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_4.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_4.png,
5,-1,,,0.0,,ok,14.548012733459473,35,40,5,62,38,False,0.9384916569505419,35,35,38,37,0.5555555555555556,0.5555555555555556,0.6031746031746031,0.5873015873015873,63,63,24,61,1,37,16.253968253968253,633.9047619047619,108,641,0.8417896796158438,91.74603174603175,7.095238095238074,406.3492063492063,1007.7460317460317,503,1012,0.8333944857951565,96.65079365079367,4.25396825396831,0.8375920827055001,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_5.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_5.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_5.png,
6,-1,,,0.0,,ok,17.370882034301758,33,35,2,50,34,False,0.9945722728064565,33,33,34,34,0.5238095238095238,0.5238095238095238,0.5396825396825397,0.5396825396825397,63,63,16,49,0,33,211.3015873015873,763.936507936508,231,763,0.9626608455882352,19.69841269841271,0.9365079365079509,471.36507936507934,1024.0,493,1015,0.9445657169117646,21.63492063492066,9.0,0.9536132812499999,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_6.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_6.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_6.png,
7,-1,,,0.0,,ok,11.581541061401367,25,26,1,41,57,False,0.9252616211771965,25,25,26,25,0.3968253968253968,0.3968253968253968,0.4126984126984127,0.3968253968253968,63,63,15,40,32,56,357.58730158730157,780.1904761904761,366,744,0.8944561298076924,8.412698412698433,36.19047619047615,97.52380952380952,503.87301587301585,108,490,0.9400781250000001,10.476190476190482,13.873015873015845,0.9172671274038462,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_7.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_7.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_7.png,
8,-1,,,0.0,,ok,14.634559631347656,30,32,2,45,60,False,0.9578186099727949,30,30,31,31,0.47619047619047616,0.47619047619047616,0.49206349206349204,0.49206349206349204,63,63,14,44,29,59,292.57142857142856,796.4444444444445,272,786,0.9408595641646489,20.571428571428555,10.444444444444457,48.76190476190476,552.6349206349206,9,545,0.912814972699933,39.76190476190476,7.634920634920604,0.926837268432291,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_8.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_8.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_8.png,
9,-1,,,0.0,,ok,13.636360168457031,30,34,4,55,50,False,0.9445453502237797,30,30,31,33,0.47619047619047616,0.47619047619047616,0.49206349206349204,0.5238095238095238,63,63,24,54,17,49,130.03174603174602,633.9047619047619,151,621,0.9327746975806451,20.968253968253975,12.904761904761926,211.3015873015873,747.6825396825396,230,720,0.9135298295454547,18.69841269841271,27.68253968253964,0.9231522635630499,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_9.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_9.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_9.png,
10,-1,,,0.0,,ok,13.26182746887207,26,29,3,58,39,False,0.9946856384093945,26,26,29,26,0.4126984126984127,0.4126984126984127,0.4603174603174603,0.4126984126984127,63,63,29,57,13,38,81.26984126984127,552.6349206349206,84,542,0.9716460129310346,2.7301587301587347,10.634920634920604,390.0952380952381,812.6984126984127,386,797,0.9536120824343428,4.095238095238074,15.698412698412653,0.9626290476826886,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_10.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/CNN_BiLSTM/Synthetic/dense_regions/pair_10.png,
