sample_index,test_ordinal,score,score_per_window,path_steps,traceback_steps,warp_steps,line1_path_windows,line2_path_windows,line1_span_windows,line2_span_windows,line1_path_fraction,line2_path_fraction,line1_matched_fraction,line2_matched_fraction,line1_path_start,line1_path_end,line2_path_start,line2_path_end,line1_window_iou,line1_window_precision,line1_window_recall,line1_window_f1,line1_window_start_error,line1_window_end_error,line1_window_center_error,line1_window_length_error,line1_window_pred_length,line1_window_gt_length,line1_pixel_iou,line1_pixel_precision,line1_pixel_recall,line1_pixel_f1,line1_pixel_start_error,line1_pixel_end_error,line1_pixel_center_error,line1_pixel_length_error,line1_pixel_pred_length,line1_pixel_gt_length,line1_gt_window_start,line1_gt_window_end,line1_pred_pixel_start,line1_pred_pixel_end,line1_gt_pixel_start,line1_gt_pixel_end,line2_window_iou,line2_window_precision,line2_window_recall,line2_window_f1,line2_window_start_error,line2_window_end_error,line2_window_center_error,line2_window_length_error,line2_window_pred_length,line2_window_gt_length,line2_pixel_iou,line2_pixel_precision,line2_pixel_recall,line2_pixel_f1,line2_pixel_start_error,line2_pixel_end_error,line2_pixel_center_error,line2_pixel_length_error,line2_pixel_pred_length,line2_pixel_gt_length,line2_gt_window_start,line2_gt_window_end,line2_pred_pixel_start,line2_pred_pixel_end,line2_gt_pixel_start,line2_gt_pixel_end,pair_mean_window_iou,pair_min_window_iou,pair_mean_window_f1,pair_mean_pixel_iou,pair_min_pixel_iou,mean_boundary_error_px,max_boundary_error_px,all_boundaries_within_one_stride,random_oracle_length_iou,full_line_baseline_iou,retrieval_rank,retrieval_top1,best_negative_score,best_negative_margin
4028,1,12.320642471313477,0.19556575351291233,30,35,5,30,30,31,34,0.47619047619047616,0.47619047619047616,0.49206349206349204,0.5396825396825397,0,30,26,59,0.967741935483871,0.967741935483871,1.0,0.9836065573770492,0.0,1.0,0.5,1.0,31.0,30.0,0.9645287298387096,0.9645287298387096,1.0,0.9819441326448799,9.873015873015902,8.0,0.9365079365079509,17.873015873015902,503.8730158730159,486.0,0,29,520.1269841269841,1024.0,530,1016,0.9705882352941176,0.9705882352941176,1.0,0.9850746268656716,0.0,1.0,0.5,1.0,34.0,33.0,0.9680893841911763,0.9680893841911763,1.0,0.9837859926154026,13.23809523809524,4.39682539682542,4.420634920634939,17.634920634920718,552.6349206349207,535.0,26,58,48.76190476190476,601.3968253968254,62,597,0.9691650853889944,0.967741935483871,0.9843405921213604,0.966309057014943,0.9645287298387096,8.87698412698414,13.23809523809524,True,0.4321657310088107,0.5,1,True,7.593297958374023,4.727344512939453
58,2,13.287759780883789,0.2109168219187903,40,44,4,40,40,42,42,0.6349206349206349,0.6349206349206349,0.6666666666666666,0.6666666666666666,0,41,0,41,0.7619047619047619,0.7619047619047619,1.0,0.8648648648648648,1.0,9.0,4.0,10.0,42.0,32.0,0.7734374999999999,0.7734374999999999,1.0,0.8722466960352422,145.66666666666669,9.0,68.33333333333337,154.66666666666674,682.6666666666667,528.0,1,32,341.3333333333333,1024.0,487,1015,0.7380952380952381,0.7380952380952381,1.0,0.8493150684931507,0.0,11.0,5.5,11.0,42.0,31.0,0.7353515624999999,0.7353515624999999,1.0,0.8474957794034889,172.66666666666669,8.0,82.33333333333337,180.66666666666674,682.6666666666667,502.0,0,30,341.3333333333333,1024.0,514,1016,0.75,0.7380952380952381,0.8570899666790077,0.7543945312499999,0.7353515624999999,83.83333333333334,172.66666666666669,False,0.400135507354616,0.5,1,True,8.045801162719727,5.2419586181640625
6861,3,17.106271743774414,0.2715281229170542,41,49,8,41,41,41,49,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.7777777777777778,18,58,0,48,0.8536585365853658,0.8536585365853658,1.0,0.9210526315789475,0.0,6.0,3.0,6.0,41.0,35.0,0.8598275533536587,0.8598275533536585,1.0,0.924631481884661,89.98412698412699,3.428571428571445,43.27777777777777,93.41269841269843,666.4126984126984,573.0,18,52,65.01587301587301,731.4285714285714,155,728,0.7346938775510204,0.7346938775510204,1.0,0.8470588235294119,1.0,12.0,5.5,13.0,49.0,36.0,0.7520926339285715,0.7520926339285714,1.0,0.858507842981129,187.44444444444446,10.0,88.72222222222217,197.44444444444446,796.4444444444445,599.0,1,36,227.55555555555554,1024.0,415,1014,0.7941762070681931,0.7346938775510204,0.8840557275541796,0.8059600936411151,0.7520926339285715,72.71428571428572,187.44444444444446,False,0.6061028423928203,0.5634920634920635,1,True,8.139608383178711,8.966663360595703
7975,4,12.954779624938965,0.20563142261807882,31,34,3,31,31,32,33,0.49206349206349204,0.49206349206349204,0.5079365079365079,0.5238095238095238,25,56,30,62,0.875,0.875,1.0,0.9333333333333333,4.0,0.0,2.0,4.0,32.0,28.0,0.8705506495072185,0.8814697265625001,0.9859703020993343,0.9307961265166041,6.523809523809518,61.65079365079362,34.08730158730157,55.1269841269841,520.1269841269841,465.0,29,56,97.52380952380952,617.6507936507936,91,556,0.8787878787878788,0.8787878787878788,1.0,0.9354838709677419,3.0,1.0,1.0,4.0,33.0,29.0,0.8892933238636364,0.8892933238636364,1.0,0.9414031295521827,9.0,50.38095238095241,20.690476190476204,59.38095238095241,536.3809523809524,477.0,33,61,0.0,536.3809523809524,9,486,0.8768939393939394,0.875,0.9344086021505376,0.8799219866854274,0.8705506495072185,31.888888888888886,61.65079365079362,False,0.39629441565972623,0.45238095238095233,1,True,7.108315944671631,5.846463680267334
3524,5,16.523193359375,0.2622729104662698,38,41,3,38,38,40,39,0.6031746031746031,0.6031746031746031,0.6349206349206349,0.6190476190476191,0,39,14,52,0.85,0.85,1.0,0.9189189189189189,0.0,6.0,3.0,6.0,40.0,34.0,0.8413330078125001,0.8413330078125001,1.0,0.913830365548057,95.15873015873018,8.0,43.57936507936506,103.15873015873012,650.1587301587301,547.0,0,33,373.8412698412698,1024.0,469,1016,0.8717948717948718,0.8717948717948718,1.0,0.9315068493150686,0.0,5.0,2.5,5.0,39.0,34.0,0.8693610431133536,0.871494391025641,0.9971921379863619,0.930115716614554,81.46031746031747,1.555555555555543,41.507936507936506,79.90476190476193,633.9047619047619,554.0,14,47,162.53968253968253,796.4444444444445,244,798,0.860897435897436,0.85,0.9252128841169938,0.8553470254629268,0.8413330078125001,46.5436507936508,95.15873015873018,False,0.5429328766694234,0.5396825396825397,1,True,8.331425666809082,8.191767692565918
3305,6,15.483208656311035,0.24576521676684182,45,65,20,45,45,63,47,0.7142857142857143,0.7142857142857143,1.0,0.746031746031746,0,62,0,46,0.49206349206349204,0.49206349206349204,1.0,0.6595744680851063,1.0,31.0,15.0,32.0,63.0,31.0,0.4931640625,0.4931640625,1.0,0.6605624591236102,510.0,9.0,250.5,519.0,1024.0,505.0,1,31,0.0,1024.0,510,1015,0.6382978723404256,0.6382978723404256,1.0,0.7792207792207793,1.0,16.0,7.5,17.0,47.0,30.0,0.6531956449468085,0.6531956449468085,1.0,0.790221831207189,255.93650793650795,9.0,123.46825396825398,264.93650793650795,763.936507936508,499.0,1,30,260.06349206349205,1024.0,516,1015,0.5651806822019588,0.49206349206349204,0.7193976236529428,0.5731798537234043,0.4931640625,195.984126984127,510.0,False,0.3814062872094467,0.4841269841269841,1,True,6.893009185791016,8.59019947052002
7024,7,14.079774856567383,0.22348848978678384,28,28,0,28,28,28,28,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,32,59,0,27,0.9642857142857143,0.9642857142857143,1.0,0.9818181818181818,1.0,0.0,0.5,1.0,28.0,27.0,0.9744777158774374,0.9761090959821429,0.9982878544676298,0.9870739062196907,0.7619047619047592,10.873015873015845,5.817460317460302,10.111111111111086,455.1111111111111,445.0,33,59,48.76190476190476,503.87301587301585,48,493,0.9642857142857143,0.9642857142857143,1.0,0.9818181818181818,0.0,1.0,0.5,1.0,28.0,27.0,0.960205078125,0.960205078125,1.0,0.9796985926018185,10.111111111111086,8.0,1.055555555555543,18.111111111111086,455.1111111111111,437.0,0,26,568.8888888888889,1024.0,579,1016,0.9642857142857143,0.9642857142857143,0.9818181818181818,0.9673413970012187,0.960205078125,7.4365079365079225,10.873015873015845,True,0.3211896198753353,0.42857142857142855,1,True,7.307174205780029,6.7726006507873535
2422,8,12.42502498626709,0.19722261882963635,28,29,1,28,28,28,29,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4603174603174603,0,27,16,44,0.9285714285714286,0.9285714285714286,1.0,0.962962962962963,1.0,1.0,0.0,2.0,28.0,26.0,0.951416015625,0.951416015625,1.0,0.9751032153133993,13.111111111111086,9.0,2.055555555555543,22.111111111111086,455.1111111111111,433.0,1,26,568.8888888888889,1024.0,582,1015,0.9655172413793104,0.9655172413793104,1.0,0.9824561403508771,0.0,1.0,0.5,1.0,29.0,28.0,0.9525525323275862,0.9525525323275862,1.0,0.9756997740717106,16.428571428571445,5.936507936507951,5.246031746031804,22.365079365079396,471.3650793650794,449.0,16,43,292.57142857142856,763.936507936508,309,758,0.9470443349753694,0.9285714285714286,0.9727095516569201,0.9519842739762931,0.951416015625,11.11904761904762,16.428571428571445,False,0.4239230028760692,0.42857142857142855,1,True,6.459988117218018,5.965036869049072
5780,9,11.12686538696289,0.17661691090417286,27,30,3,27,27,29,28,0.42857142857142855,0.42857142857142855,0.4603174603174603,0.4444444444444444,32,60,0,27,0.9310344827586207,0.9310344827586207,1.0,0.9642857142857143,0.0,2.0,1.0,2.0,29.0,27.0,0.9358752742503823,0.9480401400862069,0.9864746487263043,0.966875590280759,24.492063492063494,6.126984126984155,15.309523809523853,18.36507936507934,471.36507936507934,453.0,32,58,32.507936507936506,503.87301587301585,57,510,0.9642857142857143,0.9642857142857143,1.0,0.9818181818181818,1.0,0.0,0.5,1.0,28.0,27.0,0.96240234375,0.96240234375,1.0,0.9808410052251804,5.111111111111086,12.0,3.444444444444457,17.111111111111086,455.1111111111111,438.0,1,27,568.8888888888889,1024.0,574,1012,0.9476600985221675,0.9310344827586207,0.9730519480519481,0.9491388090001911,0.9358752742503823,11.932539682539684,24.492063492063494,False,0.3424000078310032,0.42857142857142855,1,True,6.037469387054443,5.089395999908447
7033,10,11.396855354309082,0.180902465941414,32,38,6,32,32,34,36,0.5079365079365079,0.5079365079365079,0.5396825396825397,0.5714285714285714,15,48,0,35,0.9411764705882353,0.9411764705882353,1.0,0.9696969696969697,0.0,2.0,1.0,2.0,34.0,32.0,0.9391371783088238,0.9391371783088236,1.0,0.9686134522240162,29.444444444444457,4.190476190476147,12.626984126984155,33.634920634920604,552.6349206349206,519.0,15,46,227.55555555555554,780.1904761904761,257,776,0.9166666666666666,0.9166666666666666,1.0,0.9565217391304348,1.0,2.0,0.5,3.0,36.0,33.0,0.92626953125,0.92626953125,1.0,0.9617237008871989,34.14285714285717,9.0,12.571428571428555,43.14285714285711,585.1428571428571,542.0,1,33,438.85714285714283,1024.0,473,1015,0.928921568627451,0.9166666666666666,0.9631093544137023,0.9327033547794119,0.92626953125,19.194444444444443,34.14285714285717,False,0.5217549874643983,0.5158730158730158,1,True,6.631957054138184,4.764898300170898
