index,manifest_position,pair_id,label_type,text_score,split,status,score,path_steps,traceback_steps,warp_steps,dp_max_row,dp_max_col,dp_max_is_terminal,mean_path_cosine,line1_path_windows,line2_path_windows,line1_span_windows,line2_span_windows,line1_path_fraction,line2_path_fraction,line1_matched_fraction,line2_matched_fraction,line1_windows,line2_windows,line1_path_start,line1_path_end,line2_path_start,line2_path_end,line1_pred_start_px,line1_pred_end_px,line1_gt_start_px,line1_gt_end_px,line1_region_iou,line1_start_error_px,line1_end_error_px,line2_pred_start_px,line2_pred_end_px,line2_gt_start_px,line2_gt_end_px,line2_region_iou,line2_start_error_px,line2_end_error_px,mean_region_iou,feature,score_mode,score_clip,threshold,gap,heatmap_source,dataset_type,binarized,binarization,flipped,image1,image2,binarized_image1,binarized_image2,output,error
1,-1,,,0.0,,ok,11.794949531555176,28,31,3,29,60,False,0.9033910430236054,28,28,29,30,0.4444444444444444,0.4444444444444444,0.4603174603174603,0.47619047619047616,63,63,0,28,30,59,552.6349206349206,1024.0,594,1015,0.8931505926724137,41.365079365079396,9.0,48.76190476190476,536.3809523809524,112,544,0.856923076923077,63.23809523809524,7.619047619047592,0.8750368347977453,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_1.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_1.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_1.png,
2,-1,,,0.0,,ok,15.215300559997559,47,63,16,55,55,False,0.8758575098311647,47,47,55,55,0.746031746031746,0.746031746031746,0.873015873015873,0.873015873015873,63,63,0,54,0,54,130.03174603174602,1024.0,555,1015,0.5145596590909091,424.968253968254,9.0,130.03174603174602,1024.0,537,1012,0.5313387784090909,406.968253968254,12.0,0.52294921875,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_2.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_2.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_2.png,
3,-1,,,0.0,,ok,18.252397537231445,46,56,10,59,63,False,0.9120086761920349,46,46,48,54,0.7301587301587301,0.7301587301587301,0.7619047619047619,0.8571428571428571,63,63,11,58,9,62,65.01587301587301,845.2063492063492,9,571,0.6050948159678062,56.01587301587301,274.20634920634916,0.0,877.7142857142857,9,547,0.6129557291666667,9.0,330.71428571428567,0.6090252725672365,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_3.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_3.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_3.png,
4,-1,,,0.0,,ok,12.760651588439941,47,67,20,51,63,False,0.8491627979785838,47,47,51,63,0.746031746031746,0.746031746031746,0.8095238095238095,1.0,63,63,0,50,0,62,195.04761904761904,1024.0,240,621,0.4596162683823529,44.95238095238096,403.0,0.0,1024.0,27,417,0.380859375,27.0,607.0,0.42023782169117646,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_4.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_4.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_4.png,
5,-1,,,0.0,,ok,15.167054176330566,37,40,3,63,39,False,0.8842446757732211,37,37,39,38,0.5873015873015873,0.5873015873015873,0.6190476190476191,0.6031746031746031,63,63,24,62,1,38,0.0,633.9047619047619,108,641,0.8204442463412822,108.0,7.095238095238074,390.0952380952381,1007.7460317460317,503,1012,0.8116130678917814,112.90476190476193,4.25396825396831,0.8160286571165318,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_5.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_5.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_5.png,
6,-1,,,0.0,,ok,14.425895690917969,32,35,3,50,33,False,0.9289342425763607,32,32,34,33,0.5079365079365079,0.5079365079365079,0.5396825396825397,0.5238095238095238,63,63,16,49,0,32,211.3015873015873,763.936507936508,231,763,0.9626608455882352,19.69841269841271,0.9365079365079509,487.6190476190476,1024.0,493,1015,0.9731889204545454,5.380952380952408,9.0,0.9679248830213902,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_6.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_6.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_6.png,
7,-1,,,0.0,,ok,12.216401100158691,29,31,2,41,58,False,0.8919448215385963,29,29,30,30,0.4603174603174603,0.4603174603174603,0.47619047619047616,0.47619047619047616,63,63,11,40,28,57,357.58730158730157,845.2063492063492,366,744,0.7751953125000001,8.412698412698433,101.20634920634916,81.26984126984127,568.8888888888889,108,490,0.7833984374999999,26.730158730158735,78.88888888888891,0.779296875,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_7.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_7.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_7.png,
8,-1,,,0.0,,ok,17.3824405670166,35,37,2,45,60,False,0.9637840577534267,35,35,37,35,0.5555555555555556,0.5555555555555556,0.5873015873015873,0.5555555555555556,63,63,8,44,25,59,292.57142857142856,893.968253968254,272,786,0.7933340138832177,20.571428571428555,107.96825396825398,48.76190476190476,617.6507936507936,9,545,0.8153083844047464,39.76190476190476,72.65079365079362,0.804321199143982,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_8.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_8.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_8.png,
9,-1,,,0.0,,ok,16.502405166625977,40,47,7,63,58,False,0.9150601379573345,40,40,43,44,0.6349206349206349,0.6349206349206349,0.6825396825396826,0.6984126984126984,63,63,20,62,14,57,0.0,698.9206349206349,151,621,0.6724654796511628,151.0,77.92063492063494,81.26984126984127,796.4444444444445,230,720,0.6851473721590909,148.73015873015873,76.44444444444446,0.6788064259051269,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_9.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_9.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_9.png,
10,-1,,,0.0,,ok,12.114531517028809,32,43,11,61,41,False,0.9317041104659438,32,32,39,36,0.5079365079365079,0.5079365079365079,0.6190476190476191,0.5714285714285714,63,63,22,60,5,40,32.507936507936506,666.4126984126984,84,542,0.7225060096153846,51.492063492063494,124.41269841269843,357.58730158730157,942.7301587301587,386,797,0.702392578125,28.412698412698433,145.73015873015868,0.7124492938701923,contextual,raw,4.0,0.45,-0.3,dp-score,synthetic,False,none,True,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img1_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/Synthetic_Arabic/images/img2_10.png,,,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/ViT/Synthetic/pair_10.png,
